,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Listado de establecimientos educativos y sus ofertas activas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuente: Padrón Oficial de Establecimientos Educativos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fecha de actualización: 04/2022.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Establecimiento - Localización,,,,,,,,,,,,,Modalidad,,,,,,,Común,,,,,,,Artística,,,Especial,,,,,Adultos,,,,,Hospitalaria,,,Servicios complementarios
Jurisdicción,Cueanexo,Nombre,Sector,Ámbito,Domicilio,C. P.,Código de área,Teléfono,Código de localidad,Localidad,Departamento,Mail,Común,Especial,Adultos,Artística,Hospitalaria,Intercultural,Encierro,Nivel inicial - Jardín maternal,Nivel inicial - Jardín de infantes,Primario,Secundario,Secundario - INET,SNU,SNU - INET,Secundario,SNU,Talleres,Nivel inicial - Educación temprana,Nivel inicial - Jardín de infantes,Primario,Secundario,Integración a la modalidad común/ adultos,Primario,Secundario,Alfabetización,Formación Profesional,Formación Profesional - INET,Inicial,Primario,Secundario,
Buenos Aires,060429800,ESCUELA DE EDUCACIÓN PRIMARIA Nº23 MARIQUITA SANCHEZ DE THOMPSON,Estatal,Rural,LAS TUNAS,6400,2392,15-53-6342,06826039,LAS TUNAS,TRENQUE LAUQUEN,escuela23lastunas@gmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060430000,INSTITUTO NUESTRA SEÑORA DE FATIMA,Privado,Urbano,RUTA 23 Y PTE. MARQUEZ   CUATRO VIENTOS,1744,11,481-3953,06560009,TRUJUI,MORENO,institutofatimamoreno@outlook.com.ar; victoriagancedo@yahoo.com.ar,1, , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060430100,ESCUELA DE EDUCACIÓN PRIMARIA Nº48 JOAQUIN TIRADENTES,Estatal,Urbano,LA PROVIDENCIA 760,1776,237,487-1878,06560004,FRANCISCO ALVAREZ,MORENO,eveliavazquez@yahoo.com.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060430200,JARDÍN DE INFANTES Nº937 LOLA MORA,Estatal,Urbano,FOURNIER 281  BARRIO LOS EUCALIPTUS,1746,237,487-1593,06560004,FRANCISCO ALVAREZ,MORENO,selva_genes@hotmail.com,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060430300,JARDÍN DE INFANTES MUNICIPAL Nº17 VILLA ARGENTINA,Estatal,Urbano,BASAVILBASO 1943  GERLI,1870,11,4203-3191,06035007,GERLI,AVELLANEDA,jim17direccion@gmail.com,1, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060430400,INSTITUTO SAN DIEGO,Privado,Urbano,BRANDSEN E/ CORVALAN Y CONDARCO 5871,1875,11,4206-5173,06035013,WILDE,AVELLANEDA,secretaria@institutosandiego.edu.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060430500,ESCUELA DE ADULTOS Nº705 FRAY MAMERTO ESQUIU,Estatal,Urbano,J. RODO E/ HELGUERA Y HEREDIA 1150,1875,11,4217-4830,06035013,WILDE,AVELLANEDA,ode0050705@abc.gov.ar, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Buenos Aires,060430501,CENTRO DE ADULTOS Nº717/05,Estatal,Urbano,BOULEVARD DE LOS ITALIANOS 1463,1878,11,4217-4830,06035012,VILLA DOMINICO,AVELLANEDA,odc0050717@abc.gov.ar, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Buenos Aires,060430502,CENTRO DE ADULTOS Nº709/05,Estatal,Urbano,ECHEVERRIA 797,1874,11,4217-4830,06035013,WILDE,AVELLANEDA,odc0050709@abc.gov.ar, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Buenos Aires,060430503,CENTRO DE ADULTOS Nº710/05,Estatal,Urbano,LYNCH Y ARREDONDO,1874,11,217-4830,06035012,VILLA DOMINICO,AVELLANEDA,odc0050710@abc.gov.ar, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Buenos Aires,060430600,ESCUELA DE EDUCACIÓN SECUNDARIA TÉCNICA Nº2 CEFERINO NAMUNCURÁ,Estatal,Urbano,CAMPBELL ESQ. FAUSTO 680  PARQUE ROMA,1856,2224,42-0412,06028006,GLEW,ALMIRANTE BROWN,eestn2altebrown@abc.gob.ar,1, , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , 
Buenos Aires,060430700,JARDÍN DE INFANTES RUDOLF STEINER,Privado,Urbano,O'HIGGINS 1235,1602,11,4797-8253,06861004,FLORIDA,VICENTE LOPEZ,jardin@colegiosteiner.edu.ar,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060430800,ESCUELA DE EDUCACIÓN PRIMARIA Nº3 TENIENTE GENERAL JULIO A. ROCA,Estatal,Urbano,SAN MARTÍN E/ R.DE ESCALADA Y F.F.C.C. 2301,1602,11,4791-9229,06861004,FLORIDA,VICENTE LOPEZ,ep3floridavl@gmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060430900,ESCUELA DE EDUCACIÓN PRIMARIA Nº12 GENERAL JOSÉ DE SAN MARTIN,Estatal,Urbano,MARTÍN J. HAEDO ESQ. ESPAÑA 2180,1602,11,4791-1337,06861004,FLORIDA,VICENTE LOPEZ,ep12vl@gmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060431000,JARDÍN MUNICIPAL Nº1,Estatal,Urbano,CASEROS 257,1602,11,4513-6390,06861004,FLORIDA,VICENTE LOPEZ,j.inf1@mvl.edu.ar; mji1092317@abc.gov.ar,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060431100,ESCUELA TALLER EL SEMBRADOR,Privado,Urbano,RECONQUISTA 1936,1648,11,4797-0581,06861004,FLORIDA,VICENTE LOPEZ,escuelaelsembrador@yahoo.com.ar, ,1, , , , , , , , , , , , , , , , , ,1,1,1, , , , , , , , , 
Buenos Aires,060431400,JARDÍN MUNICIPAL HORMIGUITA VIAJERA,Estatal,Urbano,BECQUER Y TRIUNVIRATO 795,1682,11,4842-9255,06840017,VILLA BOSCH,TRES DE FEBRERO,hormiguitaviajerajardin@gmail.com; avilakarina596@gmail.com,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060431500,JARDÍN MUNICIPAL PEPINO 88,Estatal,Urbano,BERNARDO METZIG 2124,1657,11,4739-9268,06840013,PABLO PODESTA,TRES DE FEBRERO,jardinpepino88@gmail.com,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060431600,JARDÍN DE INFANTES EL PINITO,Privado,Urbano,SOLDADO CABALLERO 8333,1657,11,4769-4380,06840013,PABLO PODESTA,TRES DE FEBRERO,amalia.s.perez@gmail.com,1, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060431700,JARDÍN DE INFANTES Nº911,Estatal,Urbano,ACCESO OESTE KM 46 E/ RÍO NEGRO Y C.   AGUA DE ORO,1748,237,487-5409,06364003,GENERAL RODRIGUEZ,GENERAL RODRIGUEZ,ji044911@abc.gov.ar,1, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060431800,JARDÍN DE INFANTES Nº913,Estatal,Urbano,STORNI Y RIVERA   VILLA VERGOCHEA,1748,237,485-4377,06364003,GENERAL RODRIGUEZ,GENERAL RODRIGUEZ,jardin913vengochea@gmail.com; masseilotandrea@gmail.com,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060431900,JARDÍN DE INFANTES Nº910,Estatal,Urbano,AVDA. SAN MARTÍN Y ARTIGAS   BARRIO VISTA LINDA,1748,237,485-3195,06364003,GENERAL RODRIGUEZ,GENERAL RODRIGUEZ,valeemartinez@hotmail.com.ar,1, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060432000,JARDÍN DE INFANTES Nº909,Estatal,Urbano,SARMIENTO 597  PARQUE RIVADAVA,1748,237,487-1826,06364003,GENERAL RODRIGUEZ,GENERAL RODRIGUEZ,ji044909@abc.gov.ar; marinalbinetti@hotmail.com,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060432100,JARDÍN DE INFANTES Nº908 BOMBEROS VOLUNTARIOS DE GRAL.RODRIGUEZ,Estatal,Urbano,M.MORENO/LINIERS Y DEL VALLE 382,1748,237,485-0626,06364003,GENERAL RODRIGUEZ,GENERAL RODRIGUEZ,ji044908@abc.gov.ar,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060432200,JARDÍN DE INFANTES Nº907,Estatal,Urbano,MENDOZA Y PAULA ALBARRACIN   BARRIO FRATERNIDAD,1748,237,486-0507,06364003,GENERAL RODRIGUEZ,GENERAL RODRIGUEZ,valegali@outlook.com.ar; najo2@outlook.com.ar,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060432300,JARDÍN DE INFANTES Nº906 MARÍA ESTER RÍO DE MAZZOTTA,Estatal,Urbano,JOSÉ HERNANDEZ/INGENIEROS Y SAN ROQUE 772,1748,237,486-0507,06364003,GENERAL RODRIGUEZ,GENERAL RODRIGUEZ,rossanafemenias@hotmail.com,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060432400,JARDÍN DE INFANTES Nº905,Estatal,Urbano,PADRE PROCHANZKA 101  BARRIO DAVILLA,1748,237,484-2088,06364003,GENERAL RODRIGUEZ,GENERAL RODRIGUEZ,oji0440905@abc.gov.ar,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060432500,JARDÍN DE INFANTES Nº904,Estatal,Urbano,BLAS PASCAL E/ CHAÑAR Y AZUAY   BARRIO GRAL.M.GUEM,1748,11,6108-3122,06364003,GENERAL RODRIGUEZ,GENERAL RODRIGUEZ,gaby_86_04@hotmail.com; ji044904@abc.gov.ar,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060432600,JARDÍN DE INFANTES Nº903 MARIANA CORREGIDO DE OLIVEIRA,Estatal,Urbano,19 DE JULIO E/ INDEPENDENCIA Y J.C.PAZ 556,1748,237,485-4275,06364003,GENERAL RODRIGUEZ,GENERAL RODRIGUEZ,paularobles27@hotmail.com,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060432700,JARDÍN DE INFANTES Nº902 MDES. TOMASA S.MARTÍN DE BALCARCE,Estatal,Urbano,REMEDIOS DE ESCALADA DE SAN MARTÍN 620  PARQUE SAN MARTIN,1748,237,484-3285,06364003,GENERAL RODRIGUEZ,GENERAL RODRIGUEZ,jardin902gr@gmail.com; v.vazquez1970@gmail.com,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060432800,JARDÍN DE INFANTES MONSEÑOR JOSÉ AMERICO ORZALI,Privado,Urbano,25 DE MAYO Y  INT. MANNY,1748,237,484-0439,06364003,GENERAL RODRIGUEZ,GENERAL RODRIGUEZ,sanjoserodriguez@gmail.com,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060432900,ESCUELA NUEVA ESCUELA DEL SUR,Privado,Urbano,AVDA. EVA PERÓN E/CARDEZA Y ARGERICH 254,1748,237,485-0472,06364003,GENERAL RODRIGUEZ,GENERAL RODRIGUEZ,nuevaescueladelsur@hotmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060433000,INSTITUTO SUPERIOR DE FORMACION TÉCNICA Nº188,Estatal,Urbano,PUEYRREDON 781,1748,237,484-2820,06364003,GENERAL RODRIGUEZ,GENERAL RODRIGUEZ,isft188@yahoo.com.ar; is044188@abc.gov.ar,1, , , , , , , , , , , ,1,1, , , , , , , , , , , , , , , , , 
Buenos Aires,060433100,ESCUELA ESPECIAL Nº501 MARIA MONTESSORI,Estatal,Urbano,L.N ALEM 805,1748,237,484-4600,06364003,GENERAL RODRIGUEZ,GENERAL RODRIGUEZ,ee044501@abc.gov.ar; eeen501gr@yahoo.com.ar, ,1, , , , , , , , , , , , , , , , ,1,1,1,1, , , , , , , , , 
Buenos Aires,060433200,ESCUELA DE ADULTOS Nº702,Estatal,Urbano,MALVINAS ARGENTINAS   MONTE DE NOVI,6720,2325,44-2322,06728014,SAN ANDRES DE GILES,SAN ANDRES DE GILES,escuelaprimariaadultos@gmail.com.ar, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Buenos Aires,060433201,CENTRO DE ADULTOS Nº703,Estatal,Urbano,RIVADAVIA 600,6720,2325,44-2010,06728014,SAN ANDRES DE GILES,SAN ANDRES DE GILES,escuelaprimariaadultos@gmail.com.ar, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Buenos Aires,060433202,CENTRO DE ADULTOS Nº704,Estatal,Urbano,AV. CAMPORA Y RUTA 41,6720,2325,44-2010,06728014,SAN ANDRES DE GILES,SAN ANDRES DE GILES,escuelaprimariaadultos@gmail.com.ar, , ,1, , , ,1, , , , , , , , , , , , , , , ,1, , , , , , , , 
Buenos Aires,060433400,ESCUELA ESPECIAL Nº501 HELEN KELLER,Estatal,Urbano,RAWSON 1542  LA ESTRELLA,6720,2325,44-2906,06728014,SAN ANDRES DE GILES,SAN ANDRES DE GILES,ee093helenkeller@hotmail.com, ,1, , , , , , , , , , , , , , , ,1, ,1,1,1, , , , , , , , , 
Buenos Aires,060433500,INSTITUTO SUPERIOR DE FORMACION DOCENTE Nº142,Estatal,Urbano,RIVADAVIA 1165,6720,2325,44-2192,06728014,SAN ANDRES DE GILES,SAN ANDRES DE GILES,isfd142@gmail.com,1, , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , 
Buenos Aires,060433600,JARDÍN DE INFANTES Nº901 GABRIELA MISTRAL,Estatal,Urbano,DR. CARLOS MERLASSINO 865,2740,2478,45-2257,06077001,ARRECIFES,ARRECIFES,jardin901gabrielamistral@gmail.com,1, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060433700,JARDÍN DE INFANTES Nº902 GRANADEROS DE SAN MARTIN,Estatal,Rural,SARMIENTO E/ RUTA N. 8 Y MORENO,2754,2478,49-2281,06077021,TODD,ARRECIFES,toddjardin902@gmail.com; avazquez17@abc.gob.ar,1, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060433800,JARDÍN DE INFANTES Nº904 DR. RICARDO GUTIERREZ,Estatal,Urbano,A. PAZ E/ GRAL SAVIO E INT. BLANCO 541,2740,2478,45-4604,06077001,ARRECIFES,ARRECIFES,infantesjardin904@gmail.com,1, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060433900,JARDÍN DE INFANTES Nº908 ATILIO SANTIAGO GIRAUDO,Estatal,Rural,MIGUEL PLANES Y RIO NEGRO   VIÑA,2754,2478,49-1141,06077024,VIÑA,ARRECIFES,mabaldomar@abc.gob.ar; lauruncha@gmail.com,1, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060434000,ESCUELA DE EDUCACIÓN PRIMARIA Nº36 GENERAL MANUEL BELGRANO,Estatal,Urbano,VILLA DE LUJAN 2389,1824,11,4241-9954,06434007,REMEDIOS DE ESCALADA DE SAN MARTIN,LANUS,egb36@hotmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060434100,COLEGIO INMACULADA CONCEPCION,Privado,Urbano,AV. H. YRIGOYEN 4355,1824,11,4247-3946,06434031,LANUS OESTE,LANUS,ciclanusegb@yahoo.com.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060434200,JARDÍN DE INFANTES Nº934 FLORENCIO MOLINA CAMPOS,Estatal,Urbano,FRAY MAMERTO ESQUIÚ 2754,1824,11,4247-2377,06434007,REMEDIOS DE ESCALADA DE SAN MARTIN,LANUS,pi_koziuk@hotmail.com; ji1110934@abc.gov.ar,1, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060434300,COLEGIO JOSÉ MANUEL ESTRADA,Privado,Urbano,PIÑEIRO 441,1824,11,4249-4709,06434031,LANUS OESTE,LANUS,colejmestrada@yahoo.com.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060434600,JARDÍN DE INFANTES Nº913 CELESTE Y BLANCO,Estatal,Urbano,FERRE Y LAS PIEDRAS 2180,1824,11,4241-3845,06434007,REMEDIOS DE ESCALADA DE SAN MARTIN,LANUS,jardin913lanus@gmail.com; sandra.chavez.2009@hotmail.com,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060434700,COLEGIO BARTOLOME MITRE,Privado,Urbano,MARCOS SASTRE E/ MASA Y SAN LORENZO 1355,1722,220,485-8660,06539005,MERLO,MERLO,cbmitre@hotmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060434800,COLEGIO ELVIRA SULLIVAN,Privado,Urbano,9 DE JULIO 336,1722,220,482-1744,06539005,MERLO,MERLO,nivelinicial@colegiosullivan.edu.ar,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060434900,ESCUELA DE ENSEÑANZA INTEGRAL ORIENTACIÓN,Privado,Urbano,JUAN MANUEL DE ROSAS 1165,1722,220,483-3583,06539005,MERLO,MERLO,381escuelaorientacion@gmail.com; dpp0710381@abc.gov.ar,1, , , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060435000,JARDÍN DE INFANTES Nº927 FLORENTINO AMEGHINO,Estatal,Urbano,PEDERNERA 1583  VILLA OBRERA,1824,11,4246-0350,06434030,LANUS ESTE,LANUS,ji_927@yahoo.com.ar; ji111927@abc.gov.ar,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060435100,INSTITUTO JUAN RAMON GIMENEZ,Privado,Urbano,PRESIDENTE QUINTANA 330,1824,11,4241-2041,06434031,LANUS OESTE,LANUS,i.juanramonjimenez@gmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060435200,COLEGIO PRIVADO BARTOLOME MITRE,Privado,Urbano,MARCOS SASTRE 1355,1722,220,485-8660,06539005,MERLO,MERLO,cbmitre@hotmail.com; dji0713740@abc.gov.ar,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060435300,ESCUELA DE ADULTOS Nº706,Estatal,Urbano,GRAL. PICO 2002,1825,11,4246-0952,06434030,LANUS ESTE,LANUS,adultos706lanus@gmail.com, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Buenos Aires,060435301,CENTRO DE ADULTOS Nº719/06,Estatal,Urbano,AVENIDA EVA  PERÓN 3800  MONTE CHINGOLO,1824,0,0,06434005,MONTE CHINGOLO,LANUS,adultos706lanus@gmail.com, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Buenos Aires,060435400,ESCUELA DE EDUCACIÓN PRIMARIA Nº26 UNION Y FRATERNIDAD,Estatal,Urbano,LORENZINI E/ CATAMARCA Y CHACO 1846  BARRIO FERROVIARIO,1854,11,4233-2764,06028008,LONGCHAMPS,ALMIRANTE BROWN,unionyfraternidad26ep@hotmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060435800,COLEGIO SAN MARCOS,Privado,Urbano,SARMIENTO E/ CARLOS DIHEL Y TIEGHI 1050,1854,11,4233-1493,06028008,LONGCHAMPS,ALMIRANTE BROWN,colegio_sanmarcos@speedy.com.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060435900,CENTRO DE ADULTOS Nº703,Estatal,Rural,DIAG. ROTETTA Y PALAU,6551,2314,49-2294,06105026,PIROVANO,BOLIVAR,liliana.flores88@yahoo.com.ar; gracielafondovila60@gmail.com, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Buenos Aires,060436000,JARDÍN DE INFANTES Nº906 GLADYS URRETA DE CASTELLANI,Estatal,Rural,B.RIVADAVIA E/BELGRANO Y SARMIENTO,6511,2314,49-9304,06105010,HALE,BOLIVAR,danimeson.dm@gmail.com,1, , , , , , ,1,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060436100,ESCUELA DE EDUCACIÓN PRIMARIA Nº4 FORTIN SAN CARLOS,Estatal,Rural,CUARTEL III   VILLA SANZ,6550,2314,15-61-9131,06105037,VILLA SANZ,BOLIVAR,stmontenegro@abc.gob.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060436200,ESCUELA DE EDUCACIÓN PRIMARIA Nº5 NICOLAS AVELLANEDA,Estatal,Rural,CUARTEL XII   EL PORVENIR,6550,2314,40-7137,06105007,EL PORVENIR,BOLIVAR,felixclaudiam@hotmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060436300,ESCUELA DE EDUCACIÓN PRIMARIA Nº12 JOSÉ M. ESTRADA,Estatal,Rural,CUARTEL VIII,6550,2314,40-7137,06105012,JUAN F. IBARRA,BOLIVAR,ep12jmestrada@gmail.com; alede@abc.gob.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060436400,ESCUELA DE EDUCACIÓN PRIMARIA Nº15 SAMUEL B. HALE,Estatal,Rural,RIVADAVIA E/ BELGRANO Y SARMIENTO   HALE,6511,2314,49-9304,06105010,HALE,BOLIVAR,patooprieto@hotmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060436500,ESCUELA DE EDUCACIÓN PRIMARIA Nº5 MARIANO MORENO,Estatal,Rural,ZONA RURAL,7245,2227,15-57-2413,06693018,SAN JOSE,ROQUE PEREZ,escuela5marianomoreno@gmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060436700,ESCUELA DE EDUCACIÓN PRIMARIA Nº7 JOSÉ MANUEL ESTRADA,Estatal,Rural,IRIGOYEN Y SARMIENTO 934,7247,2227,49-6032,06693002,CARLOS BEGUERIE,ROQUE PEREZ,escuela7.beguerie@gmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060436800,ESCUELA DE EDUCACIÓN PRIMARIA Nº8 SANTIAGO DE LINIERS,Estatal,Rural,CUARTEL V   JUAN TRONCONI,7245,2227,15-61-0325,06693007,JUAN TRONCONI,ROQUE PEREZ,ep8tronconi@gmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060437200,ESCUELA DE ADULTOS Nº704,Estatal,Urbano,25 DE MAYO 876,1852,11,4238-4371,06028003,BURZACO,ALMIRANTE BROWN,mirtabertuzzi@gmail.com; mirtabertuzzi@gmail.com, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Buenos Aires,060437201,CENTRO DE ADULTOS Nº718/04,Estatal,Urbano,ANDRADE 2754,1846,11,6004-4953,06028015,ADROGUE,ALMIRANTE BROWN,liliana_hidalgo@hotmail.com; mirtabertuzzi@gmail.com, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Buenos Aires,060437202,CENTRO DE ADULTOS Nº730/04,Estatal,Urbano,LAHILLE Y VUCETICH   MINISTRO RIVADAVIA,1852,11,6004-4953,06028011,MINISTRO RIVADAVIA,ALMIRANTE BROWN,odc0040730@abc.gov.ar; mirtabertuzzi@gmail.com, , ,1, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
Buenos Aires,060437300,ESCUELA DE EDUCACIÓN PRIMARIA Nº24 GABRIELA MISTRAL,Estatal,Urbano,NAVARRO ESQ CALINGASTA 1075  SOURIGUEZ,1888,11,4221-6740,06274001,BOSQUES,FLORENCIO VARELA,escuelaprimaria24varela@gmail.com.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060437400,ESCUELA DE EDUCACIÓN PRIMARIA Nº59 JOSÉ GABRIEL DEL ROSARIO BROCHERO,Estatal,Urbano,LISANDRO DE LA TORRE Y S.SOFIA 2646  SAN RUDECINDO BOSQUES,1888,11,4221-3245,06274001,BOSQUES,FLORENCIO VARELA,escuela.primaria.n59@gmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060437500,JARDÍN MUNICIPAL Nº13,Estatal,Urbano,HERNANDARIAS Y AMBATO,1888,11,4258-0752,06274001,BOSQUES,FLORENCIO VARELA,zulavalos06@yahoo.com.ar,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060437700,ESCUELA DE EDUCACIÓN PRIMARIA Nº38 GABRIELA MISTRAL,Estatal,Rural,COLONIA SAN ADOLFO   SAN ADOLFO,8142,291,491-7854,06875010,COLONIA SAN ADOLFO,VILLARINO,mamujica8@gba.gov.ar; marita.mujica@yahoo.com.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060437800,JARDÍN DE INFANTES Nº907 ROSARIO VERA PEÑALOZA,Estatal,Rural,COLONIA SAN ADOLFO   COLONIA S. ADOLFO,8142,291,491-9121,06875010,COLONIA SAN ADOLFO,VILLARINO,jardin907sanadolfo@hotmail.com; oji1100907@abc.gov.ar,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060438000,ESCUELA DE EDUCACIÓN PRIMARIA Nº28 PATRICIAS ARGENTINAS,Estatal,Urbano,PARANA E/ FOPPA Y PAGANO 190,1852,11,4299-5780,06028003,BURZACO,ALMIRANTE BROWN,ep28altebrown@gmail.com,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060438100,JARDÍN DE INFANTES Nº909 MANUELA PEDRAZA,Estatal,Urbano,D'ANNUNZIO E/LISANDRO DE LATORRE Y J 722,1889,11,4221-3496,06274001,BOSQUES,FLORENCIO VARELA,jardin909varela@yahoo.com.ar,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060438200,ESCUELA DE EDUCACIÓN PRIMARIA Nº50 MARTÍN MIGUEL DE GÜEMES,Estatal,Urbano,BATALLA DE ONCATIVO 2691  BARRIO HUDSON,1888,11,4213-9265,06274001,BOSQUES,FLORENCIO VARELA,escuelaprimaria50varela@yahoo.com.ar; sofiaferrari42@yahoo.com.ar,1, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , 
Buenos Aires,060438300,JARDÍN DE INFANTES Nº916,Estatal,Urbano,ROT. DE MONTEAGUDO E/MARCONI Y AGUERO 178,1849,11,4219-6396,06028004,CLAYPOLE,ALMIRANTE BROWN,jardin0916@gmail.com.ar,1, , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , 
